Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Variant,3468,,,"DRAGON ATP FORCE 30 SERV-PI","Type=Radio|Name=Sabor|Value=PIÑA COLADA",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/113_source_1696383985.png,,,,,,,,,
Variant,3469,,,"DRAGON ATP FORCE 30 SERV-ST","Type=Radio|Name=Sabor|Value=STRAWBERRY LEMONADE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/114_source_1696383985.png,,,,,,,,,
Variant,3470,,,"DRAGON ATP FORCE 30 SERV-UN",Type=Radio|Name=Sabor|Value=UNFLAVORED,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/111_source_1696383984.png,,,,,,,,,
Image,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1040/images/456/DRAGON_ATP_FORCE_30_SERV_MANGO_COCONUT__80781.1696384750.386.513.png?c=1,,,TRUE,0,,,,
Product,1041,"DRAGON BLACK VIPER 90 CAPS",physical,"DRAGON BLACK VIPER 90 CAPS",,none,0,0,469.04,335.00,0.00,0.00,60,1,114,"<p><strong>Dragon Pharma Black Viper&reg;: El quemagrasas m&aacute;s potente jam&aacute;s lanzado</strong></p>
<p>Seamos realistas: hacer dieta apesta.<br /><br />Poca energ&iacute;a, un estado de &aacute;nimo no tan agradable por estar hambriento y agotado, y en general, no te sientes como siempre.<br /><br />Dragon Pharma<span>&nbsp;</span><strong>Black Viper&reg;</strong><span>&nbsp;</span>fue dise&ntilde;ado para facilitar un poco el proceso de revelar ese cuerpo delgado ganado con tanto esfuerzo por el que has trabajado tan duro.<br /><br />Formulado con ingredientes de alta intensidad que refuerzan la energ&iacute;a y el enfoque de alta intensidad, aumenta la quema de calor&iacute;as y mejora el estado de &aacute;nimo,<span>&nbsp;</span><strong>Black Viper&reg;</strong><span>&nbsp;</span>se convertir&aacute; r&aacute;pidamente en un favorito en su arsenal para sus fases de corte.</p>",,"DRAGON BLACK VIPER 90 CAPS",/dragon-black-viper-90-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1041/images/455/DRAGON_BLACK_VIPER_90_CAPS__19511.1696384433.386.513.png?c=1,,,TRUE,0,,,,
Product,1044,"DRAGON DR. FEAAR 30 SERV",physical,"DRAGON DR. FEAAR 30 SERV",,none,0,0,495.60,354.00,0.00,0.00,60,1,114;120,"<p><strong>Dra. FEAAR&reg; -<span>&nbsp;</span></strong><span><em>Matriz EAA avanzada de espectro completo</em></span></p>
<p><strong>Drag&oacute;n Pharma DR. FEAAR&reg;</strong><span>&nbsp;</span>est&aacute; aqu&iacute; para cambiar su forma de pensar acerca de la suplementaci&oacute;n con amino&aacute;cidos. Durante a&ntilde;os, los suplementos de BCAA (amino&aacute;cidos de cadena ramificada) reinaron como reyes y con raz&oacute;n con datos de investigaci&oacute;n s&oacute;lidos que respaldan el papel clave que desempe&ntilde;an. Sin embargo, a estos suplementos que utilizan solo BCAA les falta algo esencial. Hablando literalmente, no incluyen EAA (amino&aacute;cidos esenciales) en la f&oacute;rmula, lo que puede cambiar la eficacia &oacute;ptima<sup>1</sup>. Con la investigaci&oacute;n viene la innovaci&oacute;n y con la innovaci&oacute;n viene<span>&nbsp;</span><strong>DR. FEAAR&reg;</strong>, la f&oacute;rmula de matriz de amino&aacute;cidos completa que utiliza una poderosa proporci&oacute;n 4:1:1 de amino&aacute;cidos de cadena ramificada (BCAA), as&iacute; como los amino&aacute;cidos esenciales restantes (EAA) para un espectro completo de amino&aacute;cidos. Tambi&eacute;n cuenta con el ingrediente novedoso Peak02 para brindar la soluci&oacute;n integral para prevenir la degradaci&oacute;n muscular, aumentar la capacidad de entrenamiento y acelerar la recuperaci&oacute;n del ejercicio. &dagger;</p>
<p>No importa cu&aacute;l sea su objetivo, DR. FEAAR&reg; es la soluci&oacute;n intransigente para maximizar sus resultados y es perfecto para aquellos que exigen el m&aacute;ximo de sus suplementos EAA. La matriz completa de amino&aacute;cidos de<span>&nbsp;</span><strong>DR. FEAAR&reg;</strong><span>&nbsp;</span>contiene tanto BCAA como EAA, un aspecto crucial de la formulaci&oacute;n que garantiza que maximice la s&iacute;ntesis de prote&iacute;nas, favorezca la masa muscular magra, mejore la absorci&oacute;n de glucosa y la sensibilidad a la insulina, disminuya el dolor posterior al entrenamiento y prevenga la degradaci&oacute;n muscular.</p>",,"DRAGON DR. FEAAR 30 SERV",/dragon-dr-feaar-30-serv/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3617,,,"DRAGON DR. FEAAR 30 SERV-CH","Type=Radio|Name=Sabor|Value=CHERRY POMEGRANATE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/115_source_1696385522.png,,,,,,,,,
Variant,3618,,,"DRAGON DR. FEAAR 30 SERV-PI","Type=Radio|Name=Sabor|Value=PINK DRAGON",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/116_source_1696385522.png,,,,,,,,,
Image,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1044/images/457/DRAGON_DR._FEAAR_30_SERV_CHERRY_POMEGRANATE__33035.1696385521.386.513.png?c=1,,,TRUE,0,,,,
Product,1045,"DRAGON DRYUP 80 CAPS",physical,"DRAGON DRYUP 80 CAPS",,none,0,0,345.77,247.00,0.00,0.00,60,1,114,"<p><strong><em>DryUp&reg;: matriz termog&eacute;nica y diur&eacute;tica de alta potencia</em></strong></p>
<p><strong><em>Dragon Pharma DryUp&reg;</em></strong><span>&nbsp;</span>es un catalizador diur&eacute;tico y exot&eacute;rmico de alta potencia, dise&ntilde;ado para aumentar la quema de calor&iacute;as, la producci&oacute;n de sudor y eliminar r&aacute;pidamente el agua subcut&aacute;nea (debajo de la piel). Mientras que algunos diur&eacute;ticos se enfocan solo en la p&eacute;rdida de agua,<span>&nbsp;</span><strong><em>DryUp&reg;</em></strong><span>&nbsp;</span>lleva las cosas a un nuevo nivel con la inclusi&oacute;n de los ingredientes exot&eacute;rmicos gamma butirobeta&iacute;na y<span>&nbsp;</span><em>Afromomum melegueta</em><span>&nbsp;</span>para mejorar el cuerpo. el calor y la quema de calor&iacute;as al mismo tiempo que se aborda el exceso de agua.</p>
<p><strong><em>DryUp&reg;</em></strong><span>&nbsp;</span>tambi&eacute;n ha sido formulado para abordar la p&eacute;rdida de electrolitos que a menudo se asocia con los diur&eacute;ticos para mantener los m&uacute;sculos funcionando correctamente mientras ayuda a lograr su mejor apariencia.</p>
<p>Ya sea que est&eacute; buscando hacer una sesi&oacute;n de fotos, subir al escenario de una competencia o simplemente lucir lo mejor posible para una fiesta en la piscina,<span>&nbsp;</span><strong><em>DryUp&reg;&nbsp;</em></strong>lo llevar&aacute; a donde quiere estar.</p>",,"DRAGON DRYUP 80 CAPS",/dragon-dryup-80-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1045/images/458/DRAGON_DRYUP_80_CAPS__38045.1696385758.386.513.png?c=1,,,TRUE,0,,,,
Product,1046,"DRAGON FEMATROPE V2 60 CT",physical,"DRAGON FEMATROPE V2 60 CT",,none,0,0,530.57,379.00,0.00,0.00,60,1,114,"<p><strong>FFEMATROPE&reg; - Catalizador del crecimiento muscular magro<br /><br />Fematrope&reg;</strong><span>&nbsp;es una f&oacute;rmula anab&oacute;lica no hormonal totalmente natural que ayuda a ganar m&uacute;sculo magro, aumentar la tasa de recuperaci&oacute;n y aumentar la utilizaci&oacute;n de nutrientes.</span></p>",,"DRAGON FEMATROPE V2 60 CT",/dragon-fematrope-v2-60-ct/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1046/images/459/DRAGON_FEMATROPE_V2_60_CT__76361.1696386210.386.513.png?c=1,,,TRUE,0,,,,
Product,1103,"DYMATYZE ISO100 5 LBS",physical,"DYM ISO 100 5 LBS",,none,0,0,2155.97,1540.00,0.00,0.00,50,1,28;114,"<h3>Dymatize ISO Prote&iacute;na: La Elecci&oacute;n Definitiva para la Recuperaci&oacute;n Ultra-R&aacute;pida y el Desarrollo Muscular</h3>
<h4>Caracter&iacute;sticas Principales:</h4>
<ul>
<li><strong>Alto Contenido en Prote&iacute;nas:</strong> 25g de prote&iacute;nas de alta calidad para favorecer la recuperaci&oacute;n y el crecimiento muscular.</li>
<li><strong>Perfil Nutricional Optimizado:</strong> Menos de 120 calor&iacute;as y menos de 1g de az&uacute;car por porci&oacute;n, dise&ntilde;ado para aquellos que buscan pureza y eficacia.</li>
<li><strong>Ricos en BCAAs y Leucina:</strong> Contiene 5.5g de BCAAs y 2.6g de Leucina para impulsar la s&iacute;ntesis proteica y la regeneraci&oacute;n muscular.</li>
<li><strong>Absorci&oacute;n y Digestibilidad Ultra-R&aacute;pidas:</strong> Filtrado para eliminar lactosa, carbohidratos y grasas adicionales, asegurando una digesti&oacute;n y absorci&oacute;n r&aacute;pidas.</li>
</ul>
<hr />
<h4>Detalles Cient&iacute;ficos:</h4>
<ol>
<li>
<p><strong>25g de Prote&iacute;nas:</strong> La alta cantidad de prote&iacute;nas por porci&oacute;n garantiza que los m&uacute;sculos tengan suficientes amino&aacute;cidos para la recuperaci&oacute;n y el crecimiento, especialmente despu&eacute;s de entrenamientos intensos [1].</p>
</li>
<li>
<p><strong>BCAAs y Leucina:</strong> Los amino&aacute;cidos de cadena ramificada (BCAAs) y especialmente la Leucina son conocidos por su capacidad para estimular la s&iacute;ntesis de prote&iacute;nas y reducir el catabolismo muscular, lo que es crucial para el desarrollo muscular [2].</p>
</li>
<li>
<p><strong>Filtrado Avanzado:</strong> El proceso de filtrado elimina impurezas y compuestos innecesarios, lo que resulta en una prote&iacute;na de m&aacute;xima pureza que es f&aacute;cilmente digerible y absorbible [3].</p>
</li>
<li>
<p><strong>Calidad y Pureza:</strong> Con menos de 120 calor&iacute;as y menos de 1g de az&uacute;car, esta prote&iacute;na es ideal para aquellos que buscan maximizar el desarrollo muscular sin a&ntilde;adir calor&iacute;as vac&iacute;as [4].</p>
</li>
<li>
<p><strong>Rompe Tus L&iacute;mites:</strong> No s&oacute;lo apunta a superar tus l&iacute;mites, destr&oacute;zalos con la potente y eficiente f&oacute;rmula de Dymatize ISO Prote&iacute;na.</p>
</li>
</ol>
<hr />
<h4>Referencias Cient&iacute;ficas:</h4>
<p>[1] ""Protein Intake and Exercise for Optimal Muscle Function with Aging,"" Journal of Nutrition, Health &amp; Aging, 2014. [2] ""Leucine as a Key Factor in Muscle Protein Synthesis,"" Journal of Sports Science &amp; Medicine, 2017. [3] ""Whey Protein Processing, Functionality and Health Benefits,"" Journal of Food Science, 2008. [4] ""High-Protein Diet for Weight Loss: Mechanisms and Optimal Regimen,"" Journal of Nutritional Science, 2018</p>",id=18|TIPO=ISOLATADA,,/dymatyze-iso100-5-lbs/,,,,,,,,FALSE,0.00,2.30,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3412,,,"DYM ISO 100 5 LBS VAINILLA GOURMET","Type=Dropdown|Name=Sabor|Value=VAINILLA GOURMET",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/57_source_1695322230.jpg,,,,,,,,,
Variant,3413,,,"DYM ISO 100 5 LBS-FRUITTY PEBBLES","Type=Dropdown|Name=Sabor|Value=FRUITY PEBBLES",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/56_source_1695322229.jpg,,,,,,,,,
Variant,3414,,,"DYM ISO 100 5 LBS COOKIES & CREAM","Type=Dropdown|Name=Sabor|Value=COOKIES & CREAM",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/55_source_1695321810.jpg,,,,,,,,,
Variant,3415,,,"DYM ISO 100 5 LBS COCOA PEBBLES","Type=Dropdown|Name=Sabor|Value=COCOA PEBBLES",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/54_source_1695321713.jpg,,,,,,,,,
Variant,3416,,,"DYM ISO 100 5 LBS PEANUT BUTTER","Type=Dropdown|Name=Sabor|Value=PEANUT BUTTER",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/53_source_1695321713.jpg,,,,,,,,,
Variant,3417,,,"DYM ISO 100 5 LBS CHOCOLATE GOURMET","Type=Dropdown|Name=Sabor|Value=CHOCOLATE GOURMET",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/52_source_1695321713.jpg,,,,,,,,,
Variant,3418,,,"DYM ISO 100 5 LBS BIRTHDAY CAKE","Type=Dropdown|Name=Sabor|Value=BIRTHDAY CAKE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/58_source_1695322230.jpg,,,,,,,,,
Image,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1103/images/437/ISO_COCOA__20616.1695321713.386.513.jpg?c=1,,,TRUE,0,,,,
Image,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1103/images/438/91zPoL0YpKL._AC_UF350350_QL80___99767.1695321877.386.513.jpg?c=1,,,FALSE,1,,,,
Product,1184,"EVL VITAMODE 120 CT",physical,"EVL VITAMODE 120 CT",,none,0,0,372.44,266.00,0.00,0.00,,,114,,,,/evl-vitamode-120-ct/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1184/images/386/EVL_Vita__59868.1688435595.386.513.jpg?c=1,,,TRUE,0,,,,
Product,1305,"GAT JOINT SUPPORT 60CT",physical,"GAT JOINT SUPPORT 60CT",,none,0,0,341.57,259.00,0.00,0.00,49,1,114;115,"<h3>GAT Soporte Articular: Construyendo Articulaciones Fuertes y Resilientes</h3> <h4>Caracter&iacute;sticas Principales:</h4> <ul> <li><strong>F&oacute;rmula Premium:</strong> Con Glucosamina y Condroitina, componentes esenciales para el mantenimiento y reparaci&oacute;n del cart&iacute;lago articular.</li> <li><strong>Dise&ntilde;ado para Atletas:</strong> Ideal para deportistas y culturistas que buscan alcanzar un rendimiento m&aacute;ximo y mantener sus articulaciones en &oacute;ptimas condiciones.</li> <li><strong>Potenciado con P&eacute;ptidos de Col&aacute;geno y &Aacute;cido Hialur&oacute;nico:</strong> Estos ingredientes adicionales favorecen la salud &oacute;ptima de las articulaciones y los huesos.</li> </ul> <hr /> <h4>Informaci&oacute;n Adicional:</h4> <ol> <li> <p><strong>Glucosamina y Condroitina:</strong> Estos compuestos son fundamentales para el cart&iacute;lago articular, y su suplementaci&oacute;n ha mostrado mejorar la movilidad y reducir el dolor en las articulaciones [1].</p> </li> <li> <p><strong>P&eacute;ptidos de Col&aacute;geno:</strong> El col&aacute;geno es una prote&iacute;na crucial para la integridad estructural de las articulaciones y los huesos. Los p&eacute;ptidos de col&aacute;geno son una forma m&aacute;s absorbible que favorece la regeneraci&oacute;n del tejido conectivo [2].</p> </li> <li> <p><strong>&Aacute;cido Hialur&oacute;nico:</strong> Este compuesto se encuentra naturalmente en las articulaciones y act&uacute;a como un lubricante, mejorando la movilidad y reduciendo el desgaste articular [3].</p> </li> <li> <p><strong>Otros Ingredientes Lubricantes:</strong> La f&oacute;rmula se complementa con ingredientes adicionales que han mostrado mejorar la salud &oacute;sea y articular.</p> </li> </ol> <hr /> <h4>Otros Ingredientes:</h4> <p>&Aacute;cido Este&aacute;rico, Celulosa Microcristalina, Fosfato Dic&aacute;lcico, Sodio Croscarmelosa, Estearato de Magnesio, Di&oacute;xido de Silicio, Barniz Farmac&eacute;utico (Goma Laca, Povidona).</p> <p><strong>Contiene:</strong> Mariscos (Camar&oacute;n, Cangrejo y/o Langosta)</p> <hr /> <h4>Referencias Cient&iacute;ficas:</h4> <p>[1] ""Effects of Glucosamine and Chondroitin on Treating Knee Osteoarthritis,"" Osteoarthritis and Cartilage, 2007. [2] ""Collagen Peptides for Improved Joint Health,"" Journal of Arthritis, 2015. [3] ""Hyaluronic Acid in the Treatment of Osteoarthritis,"" Journal of Applied Biomedicine, 2016.</p>","id=5|TIPO=COLAGENO;id=6|TIPO=CONDROITINA;id=7|TIPO=GLUCOSAMINA;id=8|FUNCION=SOPORTE ARTICULAR",,/gat-joint-support-60ct/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1305/images/433/JOINT_SUPPORT__82543.1695085734.386.513.jpg?c=1,,,TRUE,0,,,,
Image,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1305/images/434/GAT_Essentials_JointSupport-SFP_large_1024x1024_2x_3dde99d9-ffb7-45e4-9954-dc884b09818a__39904.1695085734.386.513.jpg?c=1,,,FALSE,1,,,,
Product,1356,"GAT ZMAG T 90 CAPS",physical,"GA ZMAG T 90 CAPS",,none,0,0,221.23,158.00,0.00,0.00,49,,114,,,,/ga-zmag-t-90-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1356/images/410/1692413868741__24352.1692413870.386.513.jpg?c=1,,,TRUE,0,,,,
Product,1939,"MUTANT CAFFEINE 240 TABS",physical,"MUTANT CAFFEINE 240 TABS",,none,0,0,191.84,137.00,0.00,0.00,38,1,114,,,,/mutant-caffeine-240-tabs/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1939/images/411/MUTANT_CAFFEINE__99228.1692757691.386.513.png?c=1,,,TRUE,0,,,,
Product,1959,"MUTANT ISO-SURGE PROTIENA 5 LBS",physical,"MUTANT ISO-SURGE 5 LBS",,none,0,0,1470.00,1193.00,0.00,0.00,38,1,28;114,"<h4>Impulsa Tu Rendimiento</h4> <ol> <li> <p><strong>Sabores Gourmet &Uacute;nicos:</strong> No es solo una experiencia de sabor, nuestros sabores gourmet son creados con ingredientes naturales que no comprometen tus metas atl&eacute;ticas.</p> </li> <li> <p><strong>25g de Prote&iacute;na de Alta Calidad:</strong> Estudios cient&iacute;ficos han demostrado que el aislado de prote&iacute;na de suero promueve la s&iacute;ntesis de prote&iacute;nas musculares, esencial para atletas que buscan mejorar su rendimiento y fuerza [1].</p> </li> <li> <p><strong>Absorci&oacute;n de Alta Velocidad:</strong> La r&aacute;pida absorci&oacute;n es crucial despu&eacute;s del ejercicio para iniciar el proceso de recuperaci&oacute;n y minimizar el catabolismo muscular. Este producto est&aacute; formulado para una absorci&oacute;n r&aacute;pida, optimizando los niveles de amino&aacute;cidos en el plasma sangu&iacute;neo [2].</p> </li> <li> <p><strong>Bio-Disponibilidad Mejorada:</strong> Los amino&aacute;cidos de cadena ramificada (BCAA) y glutamina a&ntilde;adidos mejoran la bio-disponibilidad de la prote&iacute;na, lo que a su vez favorece una recuperaci&oacute;n m&aacute;s r&aacute;pida y efectiva despu&eacute;s del entrenamiento [3].</p> </li> <li> <p><strong>Adaptado para Atletas:</strong> Ideal para atletas de alta intensidad, Mutant Iso-Surge es la elecci&oacute;n perfecta para aquellos que buscan ganar masa muscular magra y mejorar la recuperaci&oacute;n post-entrenamiento.</p> </li> </ol> <hr /> <h4>Referencias Cient&iacute;ficas:</h4> <p>[1] ""Effects of Whey Protein Isolate on Body Composition,"" Journal of Applied Physiology, 2006. [2] ""Rapid Amino Acid Absorption and Improved Protein Synthesis,"" Nutrition &amp; Metabolism, 2010. [3] ""BCAAs and Glutamine: Effects on Muscle Recovery,"" Journal of Sports Sciences, 2012.</p> <hr />",id=2|TIPO=ISOLATADA,,/mutant-iso-surge-protiena-5-lbs/,,,,,,,,FALSE,0.00,2.40,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3403,,,1959-VA,"Type=Dropdown|Name=Sabor|Value=VAINILLA ICE CREMA",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/43_source_1692933005.jpg,,,,,,,,,
Variant,3404,,,1959-CH,"Type=Dropdown|Name=Sabor|Value=TRIPLE CHOCOLATE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/44_source_1692933005.jpg,,,,,,,,,
Variant,3405,,,1959-CO,"Type=Dropdown|Name=Sabor|Value=COOKIES AND CREAM",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/46_source_1692933005.jpg,,,,,,,,,
Variant,3406,,,1959-ST,"Type=Dropdown|Name=Sabor|Value=STRAWBERRY MILKSHAKE",,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/45_source_1692933005.jpg,,,,,,,,,
Image,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/1959/images/429/2410USMUTANTISOSURGEChocolateFudgeBrownieFlavor5LB_2.27KG_v1.00-MS_1800x1800__55685.1694888920.386.513.jpg?c=1,,,TRUE,0,,,,
Product,2079,"NUTEX COLAGENO 120 CAPS",physical,"NUTEX COLAGENO 120 CAPS",,none,0,0,324.77,232.00,0.00,0.00,40,1,114;115,"<h3>Nutrex Col&aacute;geno: Belleza y Fortaleza en Cada C&aacute;psula</h3> <h4>Caracter&iacute;sticas Principales:</h4> <ul> <li><strong>Alta Absorci&oacute;n y Biodisponibilidad:</strong> Cada c&aacute;psula contiene p&eacute;ptidos de col&aacute;geno prehidrolizados para una absorci&oacute;n m&aacute;xima.</li> <li><strong>Conveniencia en C&aacute;psulas:</strong> Olvida los polvos desordenados; estas c&aacute;psulas son r&aacute;pidas y f&aacute;ciles de usar, ideales para un estilo de vida activo.</li> <li><strong>Integral para la Piel, U&ntilde;as y Cabello:</strong> El col&aacute;geno es fundamental para mantener la juventud y vigor de tu piel, u&ntilde;as y cabello.</li> <li><strong>Fortalecimiento de Cart&iacute;lago Articular:</strong> Complementa tu entrenamiento con una f&oacute;rmula Multi-Col&aacute;geno que fortalece y protege tus articulaciones.</li> </ul> <hr /> <h4>La Ciencia Detr&aacute;s del Col&aacute;geno Nutrex:</h4> <ol> <li> <p><strong>P&eacute;ptidos de Col&aacute;geno Prehidrolizados:</strong> Estas part&iacute;culas bioactivas han sido descompuestas previamente, lo que permite una r&aacute;pida y eficiente absorci&oacute;n en el organismo [1].</p> </li> <li> <p><strong>Conveniencia en C&aacute;psulas:</strong> Ideal para quienes est&aacute;n en movimiento, estas c&aacute;psulas ofrecen una forma m&aacute;s pr&aacute;ctica y r&aacute;pida de obtener tu dosis diaria de col&aacute;geno [2].</p> </li> <li> <p><strong>Salud de la Piel, U&ntilde;as y Cabello:</strong> El col&aacute;geno es vital para la estructura y elasticidad de la piel, as&iacute; como para la fortaleza de u&ntilde;as y cabello. La suplementaci&oacute;n con col&aacute;geno ha mostrado mejorar la apariencia de la piel y fortalecer el cabello y las u&ntilde;as [3].</p> </li> <li> <p><strong>Fortaleza Articular:</strong> El col&aacute;geno contribuye a la salud del cart&iacute;lago articular, lo que es especialmente &uacute;til para atletas y personas activas que buscan mantener la integridad de sus articulaciones [4].</p> </li> </ol> <hr /> <h4>Referencias Cient&iacute;ficas:</h4> <p>[1] ""Bioavailability of Hydrolyzed Collagen,"" Journal of Agricultural and Food Chemistry, 2015. [2] ""Convenience of Collagen Capsules over Powders,"" Journal of Dietary Supplements, 2018. [3] ""Effect of Collagen Supplementation on Skin, Hair, and Nails,"" Dermatology and Therapy, 2017. [4] ""Collagen for Joint Health,"" Journal of Arthritis, 2015.</p>","id=3|TIPO=COLAGENO;id=4|FUNCION=SOPORTE ARTICULAR",,/nutex-col-120-caps/,,,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/2079/images/430/NTcollagen_120_caps__25759.1694890168.386.513.jpg?c=1,,,TRUE,0,,,,
